Gene_ID	Status	Uniprot_ID_Insecta	Percent_Identical	E_score	GO_Tag	GO_Category	GO_Name	Species	Manduca_Protein_Name	Manduca_Protein_ID	Insecta_Protein_Name
LOC101746167	Pass:	A0A8R2ARX0	100	0	GO:0005615	C	extracellular space	Bombyx mori	Dystroglycan 1	NA	NA
LOC101745162	Pass:	A0A8R2GEI3	99.712	0	GO:0016020	C	membrane	Bombyx mori	Cyclic nucleotide-binding domain-containing protein	NA	NA
LOC101738857	Pass:	A0A6J2KL08	99.825	0	GO:0006541	P	glutamine metabolic process	Bombyx mandarina	glutaminase	NA	NA
LOC101744208	Pass:	A0A2A4JF28	84.954	0	GO:0017147	F	Wnt-protein binding	Heliothis virescens	Protein wntless	NA	NA
LOC101737079	Pass:	A0A8R2C8B6	100	0	GO:0005886	C	plasma membrane	Bombyx mori	Receptor ligand binding region domain-containing protein	NA	NA
LOC101736434	Pass:	A0A8S0ZSJ8	77.984	0	GO:0009975	F	cyclase activity	Arctia plantaginis	Guanylate cyclase	NA	NA
LOC101747124	Pass:	A0A8R2R200	99.948	0	GO:0005886	C	plasma membrane	Bombyx mori	MAP kinase-activating death domain protein	NA	NA
Vta1	Fail:	A0A3S8NFU3	76.324	4.379999999999999e-174	GO:0016020	C	membrane	Spodoptera frugiperda	Vta1	NA	NA
LOC101738592	Pass:	A0A8R2GD97	97.268	0	GO:0016020	C	membrane	Bombyx mori	Transient receptor potential cation channel trpm	NA	NA
LOC101735477	Pass:	A0A6J2JLS6	99.091	0	GO:0016020	C	membrane	Bombyx mandarina	C-CAP/cofactor C-like domain-containing protein	NA	NA
LOC692949	Fail:	A0A8R2QWD6	100	2.7599999999999997e-172	GO:0046872	F	metal ion binding	Bombyx mori	LIM zinc-binding domain-containing protein	NA	NA
Tbp	Pass:	A0A6J2JTA8	100	0	GO:0003677	F	DNA binding	Bombyx mandarina	TATA-box-binding protein	NA	NA
LOC101742985	Pass:	A0A5E4QU82	59.138	0	GO:0046936	F	2'-deoxyadenosine deaminase activity	Leptidea sinapis	adenosine deaminase	NA	NA
LOC101747108	Pass:	A0A8J2QUQ7	81.994	0	GO:0005634	C	nucleus	Danaus chrysippus	RING-type domain-containing protein	NA	NA
LOC732939	Fail:	A0A1E1WLL3	79.358	2.4399999999999996e-125	GO:0016020	C	membrane	Pectinophora gossypiella	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase	NA	NA
Tms1	Pass:	A0A8R2QXK6	100	0	GO:0016020	C	membrane	Bombyx mori	Serine incorporator	NA	NA
LOC101737609	Fail:	A0A8J9UJQ5	90.521	1.9099999999999998e-144	GO:0005634	C	nucleus	Brenthis ino	Pre-mRNA-splicing factor 38	NA	NA
LOC101740069	Fail:	A0A8R2QYF1	95.082	3.0100000000000003e-122	GO:0005819	C	spindle	Bombyx mori	Microtubule-associated protein Jupiter	NA	NA
LOC101746572	Fail:	A0A6J1N3H3	74.684	4.2799999999999993e-178	GO:0005576	C	extracellular region	Bicyclus anynana	SCP domain-containing protein	NA	NA
Gata-beta	Pass:	A0A5Q0TUA4	83.055	0	GO:0005634	C	nucleus	Bombyx mori	GATA-type domain-containing protein	NA	NA
LOC692862	Fail:	A0A6J2KAQ9	100	2.3899999999999998e-145	GO:0003755	F	peptidyl-prolyl cis-trans isomerase activity	Bombyx mandarina	Peptidyl-prolyl cis-trans isomerase	NA	NA
LOC101746250	Pass:	A0A8B8I6F9	92.505	0	GO:0005524	F	ATP binding	Vanessa tameamea	RNA helicase	NA	NA
LOC101738175	Pass:	A0A8R2R6Z3	98.458	0	GO:0005737	C	cytoplasm	Bombyx mori	Spectrin beta chain	NA	NA
LOC101747077	Pass:	A0A194QJK2	95.482	0	GO:0006811	P	monoatomic ion transport	Papilio xuthus	Glycine receptor subunit alpha-2	NA	NA
LOC101746083	Pass:	A0A7I0ZLG9	59.598	0	GO:0016491	F	oxidoreductase activity	Danaus plexippus plexippus	Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial	NA	NA
LOC101735802	Pass:	A0A2H1VZH9	75.164	0	GO:0048731	P	system development	Spodoptera frugiperda	RHD domain-containing protein	NA	NA
LOC101737839	Pass:	A0A7E5V9I4	66	0	GO:0015031	P	protein transport	Trichoplusia ni	GPI inositol-deacylase	NA	NA
LOC101741707	Pass:	A0A835L9Y9	95.153	0	GO:0000166	F	nucleotide binding	Spodoptera exigua	Heat shock protein 60	NA	NA
LOC101740283	Pass:	A0A6J2JYA9	98.523	0	GO:0016301	F	kinase activity	Bombyx mandarina	Protein kinase domain-containing protein	NA	NA
Gcy	Pass:	A0A7I0ZMK5	78.665	0	GO:0016020	C	membrane	Danaus plexippus plexippus	Guanylate cyclase	NA	NA
LOC119629577	Pass:	A0A8S4G3N8	54.259	0	GO:0042575	C	DNA polymerase complex	Plutella xylostella	Cleavage and polyadenylation specificity factor subunit 4	NA	NA
LOC101741451	Fail:	A0A6J1NVJ0	86.607	1.6199999999999996e-148	GO:0004750	F	D-ribulose-phosphate 3-epimerase activity	Bicyclus anynana	Ribulose-phosphate 3-epimerase	NA	NA
LOC101742581	Pass:	A0A8R2R9N3	98.458	0	GO:1990504	P	dense core granule exocytosis	Bombyx mori	Calcium-dependent secretion activator	NA	NA
LOC101741715	Fail:	A0A437B8N1	56.987	3.61e-128	GO:0006751	P	glutathione catabolic process	Chilo suppressalis	Uncharacterized protein	NA	NA
LOC101746415	Pass:	A0A212ENT4	76.783	0	GO:0042073	P	intraciliary transport	Danaus plexippus plexippus	IFT81 calponin homology domain-containing protein	NA	NA
MCAK	Pass:	A0A8R2QTE0	93.333	0	GO:0007018	P	microtubule-based movement	Bombyx mori	Kinesin-like protein	NA	NA
LOC101735395	Pass:	A0A6J2JFB6	98.374	0	GO:0055085	P	transmembrane transport	Bombyx mandarina	Major facilitator superfamily (MFS) profile domain-containing protein	NA	NA
LOC105841770	Fail:	A0A437BWB6	67.251	9.949999999999999e-171	GO:0003676	F	nucleic acid binding	Chilo suppressalis	Tc1-like transposase DDE domain-containing protein	NA	NA
raf	Pass:	A0A7E5VGL9	83.671	0	GO:0016310	P	phosphorylation	Trichoplusia ni	Raf homolog serine/threonine-protein kinase Raf isoform X2	NA	NA
LOC101746919	Fail:	A0A2H1VE15	98.333	3.56e-129	GO:0016192	P	vesicle-mediated transport	Spodoptera frugiperda	ADP-ribosylation factor	NA	NA
LOC692903	Pass:	A0A6J2JH80	99.62	0	GO:0005802	C	trans-Golgi network	Bombyx mandarina	Ras-related protein Rab	NA	NA
LOC101740958	Pass:	A0A2H1V8C6	89.397	0	GO:0006606	P	protein import into nucleus	Spodoptera frugiperda	SFRICE_004339	NA	NA
LOC101744220	Pass:	A0A8R2LUZ5	100	0	GO:0016020	C	membrane	Bombyx mori	Glutamate-gated chloride channel	NA	NA
Or-4	Fail:	D3H5T2	51.106	2.0699999999999995e-152	GO:0004984	F	olfactory receptor activity	Antheraea polyphemus	Odorant receptor	NA	NA
LOC733114	Fail:	Q1HPX3	100	3.67e-150	GO:1902600	P	proton transmembrane transport	Bombyx mori	ATP synthase subunit O, mitochondrial	NA	NA
mrg	Pass:	A0A3S2NR87	91.74	0	GO:0006325	P	chromatin organization	Chilo suppressalis	MRG domain-containing protein	NA	NA
LOC101744406	Pass:	A0A0F6Q309	73.589	0	GO:0080019	F	alcohol-forming very long-chain fatty acyl-CoA reductase activity	Helicoverpa assulta	Fatty acyl-CoA reductase	NA	NA
Nav	Pass:	A0A6J2JGZ6	99.801	0	GO:0005216	F	monoatomic ion channel activity	Bombyx mandarina	Sodium channel protein	NA	NA
LOC101742113	Pass:	A0A6J2KH99	99.027	0	GO:0016301	F	kinase activity	Bombyx mandarina	Serine/threonine-protein kinase receptor	NA	NA
LOC119629779	Pass:	A0A6J2JCI0	98.777	0	GO:0008417	F	fucosyltransferase activity	Bombyx mandarina	Fucosyltransferase	NA	NA
LOC101745309	Fail:	A0A8S0ZVX5	71.852	1.6599999999999997e-130	GO:0005634	C	nucleus	Arctia plantaginis	TIMELESS-interacting protein	NA	NA
LOC101740099	Pass:	A0A8R2M4R0	71.484	0	GO:0030414	F	peptidase inhibitor activity	Bombyx mori	Pacifastin domain-containing protein	NA	NA
Nav	Pass:	A0A8R2R2R1	99.606	0	GO:0005248	F	voltage-gated sodium channel activity	Bombyx mori	Sodium channel protein	NA	NA
LOC101743662	Pass:	A0A8S1AUD6	98.751	0	GO:0006813	P	potassium ion transport	Arctia plantaginis	Sodium/potassium-transporting ATPase subunit alpha	NA	NA
LOC101746343	Fail:	A0A8S4FTZ2	71.13	6.329999999999999e-118	GO:0000166	F	nucleotide binding	Plutella xylostella	non-specific serine/threonine protein kinase	NA	NA
LOC101747031	Pass:	A0A0L7L7V6	80.995	0	GO:0042147	P	retrograde transport, endosome to Golgi	Operophtera brumata	Vacuolar protein sorting-associated protein 54	NA	NA
LOC101738384	Pass:	A0A8J2QEZ7	73.68	0	GO:0016020	C	membrane	Danaus chrysippus	(African queen) hypothetical protein	NA	NA
LOC100862825	Pass:	A0A194QKB4	87.968	0	GO:0003723	F	RNA binding	Papilio machaon	RNA helicase	NA	NA
LOC101744910	Pass:	A0A8B8HTX7	88.845	0	GO:0005261	F	monoatomic cation channel activity	Vanessa tameamea	Ion transport domain-containing protein	NA	NA
LOC101742231	Pass:	A0A8S0ZIC5	74.348	0	GO:0005634	C	nucleus	Arctia plantaginis	Histone-lysine N-methyltransferase trithorax	NA	NA
LOC101735331	Fail:	A0A8S0Z7T0	47.104	6.93e-147	GO:0008270	F	zinc ion binding	Arctia plantaginis	Uncharacterized protein	NA	NA
LOC101747001	Pass:	A0A8R2R8P5	100	0	GO:0007165	P	signal transduction	Bombyx mori	Ral guanine nucleotide dissociation stimulator	NA	NA
LOC101740658	Pass:	A0A2W1BVK9	89.776	0	GO:0006631	P	fatty acid metabolic process	Helicoverpa armigera	Elongation of very long chain fatty acids protein	NA	NA
LOC101744951	Pass:	A0A8R2DNM1	100	0	GO:0016020	C	membrane	Bombyx mori	Bumetanide-sensitive sodium-(Potassium)-chloride cotransporter	NA	NA
LOC101742160	Pass:	A0A6J2JQH3	100	0	GO:0005634	C	nucleus	Bombyx mandarina	Steroid hormone receptor ERR1 isoform X3	NA	NA
LOC101746513	Pass:	A0A6J2K3S1	97.961	0	GO:0005524	F	ATP binding	Bombyx mandarina	non-specific serine/threonine protein kinase	NA	NA
LOC101739974	Pass:	A0A6J2JMI5	99.237	0	GO:0008270	F	zinc ion binding	Bombyx mandarina	histone acetyltransferase	NA	NA
LOC101742415	Pass:	A0A8R2ARP7	95.933	0	GO:0046872	F	metal ion binding	Bombyx mori	Uncharacterized protein	NA	NA
LOC101735679	Pass:	A0A8R2C679	100	0	GO:0016301	F	kinase activity	Bombyx mori	Galactokinase	NA	NA
LOC101744534	Pass:	A0A6J2JGW5	99.338	0	GO:0007178	P	transmembrane receptor protein serine/threonine kinase signaling pathway	Bombyx mandarina	Serine/threonine-protein kinase receptor	NA	NA
LOC101747124	Pass:	A0A6J2JV37	99.741	0	GO:0016310	P	phosphorylation	Bombyx mandarina	MAP kinase-activating death domain protein	NA	NA
LOC101742989	Fail:	A0A8R2QRZ2	100	9.25e-155	GO:0005525	F	GTP binding	Bombyx mori	Ras-related protein Rab-21	NA	NA
LOC101743662	Pass:	A0A8R1WHH0	99.901	0	GO:0006811	P	monoatomic ion transport	Bombyx mori	Sodium/potassium-transporting ATPase subunit alpha	NA	NA
LOC101742685	Pass:	A0A8R2AMV7	100	0	GO:0016787	F	hydrolase activity	Bombyx mori	Carboxylic ester hydrolase	NA	NA
LOC119629075	Pass:	A0A8R2LY60	100	0	GO:0015074	P	DNA integration	Bombyx mori	RNA-directed DNA polymerase	NA	NA
CPR146	Pass:	A0A836FLT4	52.114	0	GO:0042302	F	structural constituent of cuticle	Acromyrmex charruanus	Collagen alpha-2(IV) chain	NA	NA
LOC101737740	Pass:	A0A8R2HS75	100	0	GO:0030507	F	spectrin binding	Bombyx mori	Patronin	NA	NA
LOC101743550	Pass:	A0A6J1X143	78.571	0	GO:0004332	F	fructose-bisphosphate aldolase activity	Galleria mellonella	Fructose-bisphosphate aldolase	NA	NA
LOC101744699	Pass:	A0A8S3Y980	58.657	0	GO:0008270	F	zinc ion binding	Parnassius apollo	(apollo) hypothetical protein	NA	NA
LOC101740624	Fail:	A0A8R2AN63	100	3.299999999999999e-101	GO:0070469	C	respirasome	Bombyx mori	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9	NA	NA
LOC101735849	Pass:	A0A6J1X5K3	55.373	0	GO:0016874	F	ligase activity	Galleria mellonella	4-coumarate--CoA ligase 1	NA	NA
LOC101739052	Pass:	A0A8J9Y2A4	73.421	0	GO:0005634	C	nucleus	Brenthis ino	Nuclear receptor subfamily 2 group E member 1	NA	NA
LOC101745129	Pass:	A0A8S0ZSP3	85.749	0	GO:0008047	F	enzyme activator activity	Arctia plantaginis	mRNA-decapping enzyme C-terminal domain-containing protein	NA	NA
LOC101735425	Pass:	A0A6J2KCX4	94.156	0	GO:0000166	F	nucleotide binding	Bombyx mandarina	Serine/threonine-protein kinase mig-15 isoform X3	NA	NA
LOC101736193	Pass:	A0A7E5VYC8	67.582	0	GO:0030246	F	carbohydrate binding	Trichoplusia ni	Galectin	NA	NA
LOC119630716	Pass:	A0A8R2M6K9	82.365	0	GO:0003824	F	catalytic activity	Bombyx mori	CCHC-type domain-containing protein	NA	NA
LOC101746680	Pass:	A0A8R2QUY1	100	0	GO:0010008	C	endosome membrane	Bombyx mori	Sodium/hydrogen exchanger	NA	NA
LOC101742941	Pass:	A0A6J2JGU5	99.216	0	GO:0016705	F	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Bombyx mandarina	Cytochrome P450 CYP12A2-like	NA	NA
Ftz-f1	Pass:	A0A6J2K0L1	100	0	GO:0003677	F	DNA binding	Bombyx mandarina	Nuclear hormone receptor FTZ-F1 isoform X4	NA	NA
LOC101737442	Pass:	A0A8R2M2G4	99.972	0	GO:0007155	P	cell adhesion	Bombyx mori	Talin-1	NA	NA
LOC101746775	Pass:	A0A6J2JR70	99.937	0	GO:0016301	F	kinase activity	Bombyx mandarina	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase	NA	NA
LOC101735564	Pass:	A0A8R2AKT4	99.373	0	GO:0045944	P	positive regulation of transcription by RNA polymerase II	Bombyx mori	Aryl hydrocarbon receptor nuclear translocator homolog	NA	NA
LOC101741563	Fail:	A0A3S2TJR9	91.753	7.25e-123	GO:0008270	F	zinc ion binding	Chilo suppressalis	3CxxC-type domain-containing protein	NA	NA
LOC101745129	Pass:	A0A2A4IV98	86.42	0	GO:0000184	P	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	Heliothis virescens	mRNA-decapping enzyme C-terminal domain-containing protein	NA	NA
RpL35A	Fail:	A0A6J2KND9	100	1.1999999999999999e-110	GO:0005840	C	ribosome	Bombyx mandarina	60S ribosomal protein L35a	NA	NA
LOC101742050	Pass:	A0A8B8IQS8	73.913	0	GO:0006813	P	potassium ion transport	Vanessa tameamea	ATP-sensitive inward rectifier potassium channel 10-like	NA	NA
LOC101736326	Pass:	A0A7E5WJP5	91.026	0	GO:0004672	F	protein kinase activity	Trichoplusia ni	Protein kinase domain-containing protein	NA	NA
LOC101743621	Pass:	A0A8R2C7H2	100	0	GO:0046872	F	metal ion binding	Bombyx mori	Leishmanolysin-like peptidase	NA	NA
LOC101747135	Pass:	A0A6J2KG45	99.128	0	GO:0004315	F	3-oxoacyl-[acyl-carrier-protein] synthase activity	Bombyx mandarina	Ketosynthase (KS) domain-containing protein	NA	NA
LOC101746668	Pass:	A0A6J1WMF9	87.5	0	GO:0005634	C	nucleus	Galleria mellonella	Nuclear receptor subfamily 2 group E member 1	NA	NA
LOC101742556	Pass:	A0A8R2GCT4	99.288	0	GO:0004672	F	protein kinase activity	Bombyx mori	Protein kinase domain-containing protein	NA	NA
LOC101738350	Pass:	A0A8R2QQZ4	98.333	0	GO:0098656	P	monoatomic anion transmembrane transport	Bombyx mori	Anion exchange protein	NA	NA
LOC101743317	Pass:	A0A6J1X3K3	74.399	0	GO:0008270	F	zinc ion binding	Galleria mellonella	Zinc finger protein 271-like	NA	NA
LOC101739475	Pass:	A0A8R2M804	98.745	0	GO:0007165	P	signal transduction	Bombyx mori	Still life	NA	NA
LOC105841244	Pass:	A0A8R2QZN8	96.026	0	GO:0000118	C	histone deacetylase complex	Bombyx mori	Histone deacetylase	NA	NA
LOC101737442	Pass:	A0A8R2R0N9	99.972	0	GO:0030182	P	neuron differentiation	Bombyx mori	Talin-1	NA	NA
LOC101746000	Pass:	A0A8R2DKC7	100	0	GO:0006508	P	proteolysis	Bombyx mori	PPPDE domain-containing protein	NA	NA
LOC732953	Pass:	Q1HPZ6	84.352	0	GO:0005886	C	plasma membrane	Bombyx mori	Peptidase M1 leukotriene A4 hydrolase/aminopeptidase C-terminal domain-containing protein	NA	NA
LOC101744198	Pass:	A0A2A4JDZ4	88.742	0	GO:0006812	P	monoatomic cation transport	Heliothis virescens	SLC41A/MgtE integral membrane domain-containing protein	NA	NA
LOC101741086	Pass:	A0A8R2R4G7	91.29	0	GO:0009922	F	fatty acid elongase activity	Bombyx mori	Elongation of very long chain fatty acids protein	NA	NA
LOC101746081	Pass:	A0A6J2JER5	99.278	0	GO:0016226	P	iron-sulfur cluster assembly	Bombyx mandarina	MMS19 nucleotide excision repair protein	NA	NA
RGPC	Pass:	A0A6J2K2A5	95.866	0	GO:0005525	F	GTP binding	Bombyx mandarina	Ras-related GTP-binding protein C isoform X1	NA	NA
LOC101747000	Pass:	A0A6J3BRQ2	80.398	0	GO:0006355	P	regulation of DNA-templated transcription	Galleria mellonella	Homeobox domain-containing protein	NA	NA
LOC101739475	Pass:	A0A8R2R8N0	99.179	0	GO:0007165	P	signal transduction	Bombyx mori	Still life	NA	NA
LOC101737095	Pass:	A0A821UWZ1	93.777	0	GO:0016020	C	membrane	Pieris macdunnoughi	dolichyl-diphosphooligosaccharide--protein glycotransferase	NA	NA
LOC105841430	Pass:	A0A6J2KFV4	93.86	0	GO:0071897	P	DNA biosynthetic process	Bombyx mandarina	CCHC-type domain-containing protein	NA	NA
LOC101745162	Pass:	A0A8R2C9W7	99.714	0	GO:0016020	C	membrane	Bombyx mori	Cyclic nucleotide-binding domain-containing protein	NA	NA
LOC732953	Pass:	A0A2A4J1R9	71.111	0	GO:0006508	P	proteolysis	Heliothis virescens	Peptidase M1 leukotriene A4 hydrolase/aminopeptidase C-terminal domain-containing protein	NA	NA
LOC101745840	Pass:	A0A8J9YID7	87.812	0	GO:0005524	F	ATP binding	Brenthis ino	Genome assembly, chromosome: 7	NA	NA
LOC101745569	Pass:	A0A8R2QWC9	99.514	0	GO:0005524	F	ATP binding	Bombyx mori	Tyrosine-protein kinase	NA	NA
Pcna	Pass:	A0A6J1MNG5	96.538	0	GO:0003677	F	DNA binding	Bicyclus anynana	Proliferating cell nuclear antigen	NA	NA
LOC733069	Fail:	B3F882	97.945	7.13e-105	GO:0035145	C	exon-exon junction complex	Spodoptera litura	Mago nashi	NA	NA
LOC101741579	Pass:	A0A8B8ICA5	80.882	0	GO:0016787	F	hydrolase activity	Vanessa tameamea	Aminopeptidase P N-terminal domain-containing protein	NA	NA
LOC101735679	Pass:	A0A835L1V9	69.133	0	GO:0016310	P	phosphorylation	Spodoptera exigua	Galactokinase	NA	NA
LOC101740551	Pass:	A0A6J2K8V0	99.662	0	GO:0016779	F	nucleotidyltransferase activity	Bombyx mandarina	mRNA-capping enzyme	NA	NA
LOC101741611	Pass:	A0A2A4K1R7	69.328	0	GO:0016020	C	membrane	Heliothis virescens	NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial	NA	NA
LOC101738948	Pass:	A0A8R2GA38	97.052	0	GO:0071805	P	potassium ion transmembrane transport	Bombyx mori	BTB domain-containing protein	NA	NA
LOC101744889	Pass:	A0A6J2K862	99.461	0	GO:0003824	F	catalytic activity	Bombyx mandarina	Endonuclease/exonuclease/phosphatase domain-containing protein	NA	NA
LOC101738244	Pass:	A0A6J2J8M5	99.093	0	GO:0004674	F	protein serine/threonine kinase activity	Bombyx mandarina	non-specific serine/threonine protein kinase	NA	NA
LOC101739780	Pass:	A0A6J2K909	99.772	0	GO:0005524	F	ATP binding	Bombyx mandarina	Kinesin-like protein Klp98A	NA	NA
CKIalpha	Pass:	A0A6J2KRW6	89.714	0	GO:0005524	F	ATP binding	Bombyx mandarina	Protein kinase domain-containing protein	NA	NA
LOC101735802	Pass:	A0A8R2G9T5	98.386	0	GO:0110165	C	cellular anatomical entity	Bombyx mori	RHD domain-containing protein	NA	NA
LOC101738903	Pass:	A0A6J2K3N0	99.692	0	GO:0000166	F	nucleotide binding	Bombyx mandarina	acetyl-CoA carboxylase	NA	NA
LOC101745340	Pass:	A0A8R1WL09	100	0	GO:0005634	C	nucleus	Bombyx mori	YLP motif-containing protein 1	NA	NA
LOC101741339	Pass:	A0A6J2JEL6	99.897	0	GO:0004674	F	protein serine/threonine kinase activity	Bombyx mandarina	Ribosomal protein S6 kinase alpha-4-like isoform X2	NA	NA
LOC101739427	Pass:	A0A7E5W590	83.831	0	GO:0005085	F	guanyl-nucleotide exchange factor activity	Trichoplusia ni	DH domain-containing protein	NA	NA
LOC101744076	Pass:	A0A6J2KMF0	100	0	GO:0006888	P	endoplasmic reticulum to Golgi vesicle-mediated transport	Bombyx mandarina	Protein YIF1	NA	NA
LOC101740236	Pass:	A0A8S1BJ32	68.347	0	GO:0005525	F	GTP binding	Arctia plantaginis	G domain-containing protein	NA	NA
LOC101743096	Fail:	A0A6J2J9S3	63.669	2.0999999999999997e-110	GO:0016787	F	hydrolase activity	Bombyx mandarina	Phospholipase A2	NA	NA
LOC101740681	Fail:	A0A835LCG4	51.111	7.589999999999998e-176	GO:0055085	P	transmembrane transport	Spodoptera exigua	Proton-coupled folate transporter	NA	NA
LOC778526	Fail:	A0FDQ1	98.684	2.3899999999999997e-163	GO:0016020	C	membrane	Bombyx mori	Bax inhibitor-1-like protein	NA	NA
Mvb12	Pass:	A0A821R4R2	76.119	0	GO:0005737	C	cytoplasm	Pieris macdunnoughi	Multivesicular body subunit 12A	NA	NA
LOC101738346	Pass:	A0A2A4JYL3	82.021	0	GO:0005783	C	endoplasmic reticulum	Heliothis virescens	Proton-coupled zinc antiporter SLC30A9, mitochondrial	NA	NA
LOC101737283	Pass:	A0A6J2KQ41	98.662	0	GO:0046872	F	metal ion binding	Bombyx mandarina	PDEase domain-containing protein	NA	NA
LOC101742460	Pass:	A0A6J2KIQ3	100	0	GO:0016020	C	membrane	Bombyx mandarina	Endophilin-A	NA	NA
LOC101745506	Pass:	A0A6J2JRH1	96.707	0	GO:0043547	P	positive regulation of GTPase activity	Bombyx mandarina	Rap-GAP domain-containing protein	NA	NA
LOC101738057	Pass:	A0A7E5VBH6	72.743	0	GO:0006814	P	sodium ion transport	Trichoplusia ni	Pickpocket protein 28-like isoform X1	NA	NA
abd-A	Pass:	A0A3Q8TN95	96.275	0	GO:0005634	C	nucleus	Spodoptera frugiperda	Abdominal A isoform B	NA	NA
BmMET2	Pass:	D4Q9H9	99.018	0	GO:0005737	C	cytoplasm	Bombyx mori	Methoprene-tolerant homolog-2	NA	NA
LOC101737313	Pass:	A0A8R1WMQ2	99.728	0	GO:0005524	F	ATP binding	Bombyx mori	Protein kinase domain-containing protein	NA	NA
LOC101738710	Pass:	A0A8R2HN65	99.824	0	GO:0005634	C	nucleus	Bombyx mori	Mediator of RNA polymerase II transcription subunit 25	NA	NA
LOC101735887	Pass:	A0A2W1BBB5	73.368	0	GO:0016746	F	acyltransferase activity	Helicoverpa armigera	Palmitoyltransferase	NA	NA
LOC692894	Fail:	A0A8R2QYA4	27.57	1.0299999999999999e-125	GO:0008270	F	zinc ion binding	Bombyx mori	Dumpy	NA	NA
Apn1	Fail:	A0A194QIU5	33.406	8.259999999999998e-151	GO:0008237	F	metallopeptidase activity	Papilio xuthus	Membrane alanyl aminopeptidase	NA	NA
LOC101742672	Pass:	A0A8R2DNY4	98.056	0	GO:0046872	F	metal ion binding	Bombyx mori	PHD finger protein 20	NA	NA
LOC101740531	Pass:	A0A7E5VDJ8	62.008	0	GO:0006629	P	lipid metabolic process	Trichoplusia ni	Lipase domain-containing protein	NA	NA
LOC101746605	Pass:	A0A6J2KR38	100	0	GO:0016301	F	kinase activity	Bombyx mandarina	Protein kinase domain-containing protein	NA	NA
LOC119630119	Pass:	A0A8R2R898	99.286	0	GO:0003676	F	nucleic acid binding	Bombyx mori	CCHC-type domain-containing protein	NA	NA
LOC101737047	Pass:	A0A1E1W669	62.053	0	GO:0005789	C	endoplasmic reticulum membrane	Pectinophora gossypiella	GPI mannosyltransferase 1	NA	NA
LOC101744134	Pass:	A0A8S0ZDC1	75.983	0	GO:0004386	F	helicase activity	Arctia plantaginis	ATP-dependent RNA helicase DHX33	NA	NA
LOC101737390	Pass:	A0A437B8N0	92.768	0	GO:0016740	F	transferase activity	Chilo suppressalis	Heparan-sulfate 6-O-sulfotransferase	NA	NA
LOC692400	Pass:	A0A8S1A1S6	81.579	0	GO:0008237	F	metallopeptidase activity	Arctia plantaginis	Angiotensin-converting enzyme	NA	NA
LOC101737337	Pass:	A0A1Y1CBZ5	100	0	GO:0005216	F	monoatomic ion channel activity	Bombyx mori	pH-sensitive chloride channel 1 isoform 20	NA	NA
CTL19	Pass:	O97363	83.439	0	GO:0140367	P	antibacterial innate immune response	Bombyx mori	C-type lectin domain-containing protein	NA	NA
